ZCTA5	urban_rural-population-total_population	urban_rural-population-urban_total_population	urban_rural-population-rural_total_population	urban_rural-percent-urban_population-of-total_population	urban_rural-percent-rural_population-of-total_population
28455	2117	0	2117	0.0	1.0
28456	3658	0	3658	0.0	1.0
28457	9905	726	9179	0.073	0.927
28458	6444	0	6444	0.0	1.0
28460	7652	3899	3753	0.51	0.49
28461	16126	12191	3935	0.756	0.244
28462	11680	3136	8544	0.268	0.732
28463	9799	3828	5971	0.391	0.609
28464	2457	359	2098	0.146	0.854
28465	6531	6036	495	0.924	0.076
28466	10103	3986	6117	0.395	0.605
28467	8703	7302	1401	0.839	0.161
28468	4375	3814	561	0.872	0.128
28469	5839	3851	1988	0.66	0.34
28470	10644	5304	5340	0.498	0.502
28472	19658	7324	12334	0.373	0.627
28478	4588	0	4588	0.0	1.0
28479	4903	1854	3049	0.378	0.622
28480	2473	2473	0	1.0	0.0
28501	20389	14878	5511	0.73	0.27
28504	21642	13168	8474	0.608	0.392
28508	2737	0	2737	0.0	1.0
28510	1502	0	1502	0.0	1.0
28511	694	0	694	0.0	1.0
28512	2896	2755	141	0.951	0.049
28513	10346	5207	5139	0.503	0.497
28515	2915	0	2915	0.0	1.0
28516	11431	6172	5259	0.54	0.46
28518	7909	0	7909	0.0	1.0
28519	404	404	0	1.0	0.0
28520	327	0	327	0.0	1.0
28521	2287	0	2287	0.0	1.0
28523	2456	0	2456	0.0	1.0
28524	426	0	426	0.0	1.0
28525	3132	0	3132	0.0	1.0
28526	2489	0	2489	0.0	1.0
28527	1140	0	1140	0.0	1.0
28528	644	0	644	0.0	1.0
28529	2193	0	2193	0.0	1.0
28530	7332	3500	3832	0.477	0.523
28531	1207	0	1207	0.0	1.0
28532	23320	18632	4688	0.799	0.201
28533	2952	2952	0	1.0	0.0
28537	137	0	137	0.0	1.0
28538	2175	0	2175	0.0	1.0
28539	15469	12039	3430	0.778	0.222
28540	49252	39519	9733	0.802	0.198
28543	4699	4699	0	1.0	0.0
28544	5368	5106	262	0.951	0.049
28546	42696	38354	4342	0.898	0.102
28547	21884	20216	1668	0.924	0.076
28551	14093	3972	10121	0.282	0.718
28552	254	0	254	0.0	1.0
28553	454	0	454	0.0	1.0
28554	243	0	243	0.0	1.0
28555	5175	0	5175	0.0	1.0
28556	963	0	963	0.0	1.0
28557	14429	14175	254	0.982	0.018
28560	28921	23233	5688	0.803	0.197
28562	36176	29604	6572	0.818	0.182
28570	21432	14504	6928	0.677	0.323
28571	2585	0	2585	0.0	1.0
28572	6531	0	6531	0.0	1.0
28573	2176	0	2176	0.0	1.0
28574	15102	2803	12299	0.186	0.814
28575	316	285	31	0.902	0.098
28577	522	0	522	0.0	1.0
28578	6363	0	6363	0.0	1.0
28579	622	0	622	0.0	1.0
28580	12657	0	12657	0.0	1.0
28581	214	0	214	0.0	1.0
28582	1588	0	1588	0.0	1.0
28583	281	0	281	0.0	1.0
28584	11396	7548	3848	0.662	0.338
28585	3942	0	3942	0.0	1.0
28586	8218	0	8218	0.0	1.0
28587	369	0	369	0.0	1.0
28589	180	0	180	0.0	1.0
28590	23407	20220	3187	0.864	0.136
28594	3655	3655	0	1.0	0.0
28601	50026	49045	981	0.98	0.02
28602	28981	21403	7578	0.739	0.261
28604	6249	0	6249	0.0	1.0
28605	3412	0	3412	0.0	1.0
28606	2158	0	2158	0.0	1.0
28607	33059	22678	10381	0.686	0.314
28609	5864	0	5864	0.0	1.0
28610	9913	2798	7115	0.282	0.718
28611	885	0	885	0.0	1.0
28612	12397	5264	7133	0.425	0.575
28613	22759	18925	3834	0.832	0.168
28615	1876	0	1876	0.0	1.0
28616	493	0	493	0.0	1.0
28617	2261	0	2261	0.0	1.0
28618	2352	0	2352	0.0	1.0
28619	1520	1398	122	0.92	0.08
28621	10472	4092	6380	0.391	0.609
28622	2527	0	2527	0.0	1.0
28623	1653	0	1653	0.0	1.0
28624	1639	0	1639	0.0	1.0
28625	36189	13621	22568	0.376	0.624
28626	2714	0	2714	0.0	1.0
28627	1152	0	1152	0.0	1.0
28628	479	479	0	1.0	0.0
28629	75	0	75	0.0	1.0
28630	20041	11949	8092	0.596	0.404
28631	637	0	637	0.0	1.0
28634	5225	0	5225	0.0	1.0
28635	3901	0	3901	0.0	1.0
28636	5522	617	4905	0.112	0.888
28637	1746	1746	0	1.0	0.0
28638	12302	11246	1056	0.914	0.086
28640	4719	1655	3064	0.351	0.649
28642	5745	2355	3390	0.41	0.59
28643	3521	0	3521	0.0	1.0
28644	1494	0	1494	0.0	1.0
28645	47703	29057	18646	0.609	0.391
28646	342	0	342	0.0	1.0
28647	89	0	89	0.0	1.0
28649	993	0	993	0.0	1.0
28650	11883	3913	7970	0.329	0.671
28651	7132	1854	5278	0.26	0.74
28652	46	0	46	0.0	1.0
28654	3495	605	2890	0.173	0.827
28655	54996	29382	25614	0.534	0.466
28657	9488	0	9488	0.0	1.0
28658	27022	17728	9294	0.656	0.344
28659	21134	9377	11757	0.444	0.556
28660	2249	0	2249	0.0	1.0
28662	140	0	140	0.0	1.0
28663	614	0	614	0.0	1.0
28665	2571	60	2511	0.023	0.977
28666	368	368	0	1.0	0.0
28667	559	529	30	0.946	0.054
28668	300	0	300	0.0	1.0
28669	3146	0	3146	0.0	1.0
28670	2719	11	2708	0.004	0.996
28671	597	527	70	0.883	0.117
28672	35	0	35	0.0	1.0
28673	5919	1686	4233	0.285	0.715
28675	6621	0	6621	0.0	1.0
28676	3483	63	3420	0.018	0.982
28677	32940	19241	13699	0.584	0.416
28678	5226	0	5226	0.0	1.0
28679	2064	0	2064	0.0	1.0
28681	25910	7546	18364	0.291	0.709
28682	1129	224	905	0.198	0.802
28683	1697	0	1697	0.0	1.0
28684	2141	0	2141	0.0	1.0
28685	2076	0	2076	0.0	1.0
28689	1712	0	1712	0.0	1.0
28690	9295	7683	1612	0.827	0.173
28692	4067	85	3982	0.021	0.979
28693	1700	0	1700	0.0	1.0
28694	7744	2474	5270	0.319	0.681
28697	12930	6368	6562	0.492	0.508
28698	2256	0	2256	0.0	1.0
28701	3635	893	2742	0.246	0.754
28702	366	0	366	0.0	1.0
28704	18821	17376	1445	0.923	0.077
28705	6715	0	6715	0.0	1.0
28707	94	0	94	0.0	1.0
28708	754	0	754	0.0	1.0
28709	2225	0	2225	0.0	1.0
28711	13209	9720	3489	0.736	0.264
28712	19347	10462	8885	0.541	0.459
28713	8686	0	8686	0.0	1.0
28714	16753	0	16753	0.0	1.0
28715	24582	16288	8294	0.663	0.337
28716	17477	8625	8852	0.494	0.506
28717	1729	0	1729	0.0	1.0
28718	553	0	553	0.0	1.0
28719	8048	0	8048	0.0	1.0
28720	114	0	114	0.0	1.0
28721	10063	4636	5427	0.461	0.539
28722	6371	0	6371	0.0	1.0
28723	11329	6332	4997	0.559	0.441
28725	43	29	14	0.674	0.326
28726	3203	3200	3	0.999	0.001
28729	2894	2219	675	0.767	0.233
28730	9133	3361	5772	0.368	0.632
28731	7778	4351	3427	0.559	0.441
28732	16491	12416	4075	0.753	0.247
28733	21	0	21	0.0	1.0
28734	27040	6781	20259	0.251	0.749
28735	256	0	256	0.0	1.0
28736	787	0	787	0.0	1.0
28739	19786	13508	6278	0.683	0.317
28740	1364	0	1364	0.0	1.0
28741	3197	0	3197	0.0	1.0
28742	2710	873	1837	0.322	0.678
28743	2125	0	2125	0.0	1.0
28745	551	545	6	0.989	0.011
28746	2388	0	2388	0.0	1.0
28747	2198	0	2198	0.0	1.0
28748	11334	2966	8368	0.262	0.738
28749	50	0	50	0.0	1.0
28751	2916	0	2916	0.0	1.0
28752	30600	13004	17596	0.425	0.575
28753	11670	0	11670	0.0	1.0
28754	7679	1948	5731	0.254	0.746
28756	4504	0	4504	0.0	1.0
28757	280	151	129	0.539	0.461
28759	6922	2834	4088	0.409	0.591
28761	7816	359	7457	0.046	0.954
28762	6857	0	6857	0.0	1.0
28763	2725	0	2725	0.0	1.0
28766	1262	0	1262	0.0	1.0
28768	6813	2601	4212	0.382	0.618
28771	8558	0	8558	0.0	1.0
28772	1239	223	1016	0.18	0.82
28773	3378	0	3378	0.0	1.0
28774	1013	0	1013	0.0	1.0
28775	296	0	296	0.0	1.0
28777	10638	4700	5938	0.442	0.558
28778	10381	7850	2531	0.756	0.244
28779	16111	4476	11635	0.278	0.722
28781	939	0	939	0.0	1.0
28782	6584	1585	4999	0.241	0.759
28783	1593	0	1593	0.0	1.0
28785	7338	802	6536	0.109	0.891
28786	20714	11698	9016	0.565	0.435
28787	19718	9312	10406	0.472	0.528
28789	5097	0	5097	0.0	1.0
28790	3205	188	3017	0.059	0.941
28791	14171	14118	53	0.996	0.004
28792	32689	20366	12323	0.623	0.377
28801	15019	15019	0	1.0	0.0
28803	28693	25680	3013	0.895	0.105
28804	20507	17838	2669	0.87	0.13
28805	17620	14848	2772	0.843	0.157
28806	38550	36854	1696	0.956	0.044
28901	5354	0	5354	0.0	1.0
28902	1373	0	1373	0.0	1.0
28904	8533	0	8533	0.0	1.0
28905	3129	0	3129	0.0	1.0
28906	18475	0	18475	0.0	1.0
28909	1030	0	1030	0.0	1.0
29001	2148	0	2148	0.0	1.0
29003	6989	3492	3497	0.5	0.5
29006	9565	3429	6136	0.358	0.642
29009	2440	0	2440	0.0	1.0
29010	13491	5391	8100	0.4	0.6
29014	1891	0	1891	0.0	1.0
29015	1738	0	1738	0.0	1.0
29016	16393	8864	7529	0.541	0.459
29018	3749	0	3749	0.0	1.0
29020	22463	13464	8999	0.599	0.401
29030	1967	0	1967	0.0	1.0
29031	1349	0	1349	0.0	1.0
29032	4424	82	4342	0.019	0.981
29033	11603	11546	57	0.995	0.005
29036	19140	13750	5390	0.718	0.282
29037	824	0	824	0.0	1.0
29038	2445	0	2445	0.0	1.0
29039	4215	1970	2245	0.467	0.533
29040	8767	4934	3833	0.563	0.437
29042	5868	3781	2087	0.644	0.356
29044	5652	0	5652	0.0	1.0
29045	21871	12171	9700	0.556	0.444
29046	237	0	237	0.0	1.0
29047	3683	0	3683	0.0	1.0
29048	4864	0	4864	0.0	1.0
29051	951	0	951	0.0	1.0
29052	2021	0	2021	0.0	1.0
29053	18830	8191	10639	0.435	0.565
29054	9612	0	9612	0.0	1.0
29055	4337	0	4337	0.0	1.0
29056	2448	0	2448	0.0	1.0
29058	4746	131	4615	0.028	0.972
29059	6068	0	6068	0.0	1.0
29061	13717	3806	9911	0.277	0.723
29062	176	0	176	0.0	1.0
29063	32717	31013	1704	0.948	0.052
29065	677	0	677	0.0	1.0
29067	10949	0	10949	0.0	1.0
29069	5020	0	5020	0.0	1.0
29070	15330	1838	13492	0.12	0.88
29072	49566	45637	3929	0.921	0.079
29073	40775	31800	8975	0.78	0.22
29074	241	0	241	0.0	1.0
29075	2963	0	2963	0.0	1.0
29078	15293	7821	7472	0.511	0.489
29079	151	0	151	0.0	1.0
29080	3240	0	3240	0.0	1.0
29081	1352	0	1352	0.0	1.0
29082	572	0	572	0.0	1.0
29101	3023	0	3023	0.0	1.0
29102	18248	4998	13250	0.274	0.726
29104	1531	0	1531	0.0	1.0
29105	1514	0	1514	0.0	1.0
29107	3166	0	3166	0.0	1.0
29108	20469	12046	8423	0.588	0.412
29111	1632	0	1632	0.0	1.0
29112	4712	0	4712	0.0	1.0
29113	1618	0	1618	0.0	1.0
29114	2190	0	2190	0.0	1.0
29115	31128	20782	10346	0.668	0.332
29117	1160	1160	0	1.0	0.0
29118	15861	9594	6267	0.605	0.395
29122	54	0	54	0.0	1.0
29123	7617	0	7617	0.0	1.0
29125	3072	0	3072	0.0	1.0
29126	2267	0	2267	0.0	1.0
29127	8333	0	8333	0.0	1.0
29128	5866	0	5866	0.0	1.0
29129	3164	0	3164	0.0	1.0
29130	6655	0	6655	0.0	1.0
29133	1044	0	1044	0.0	1.0
29135	8919	0	8919	0.0	1.0
29137	2539	0	2539	0.0	1.0
29138	10883	3528	7355	0.324	0.676
29142	4890	0	4890	0.0	1.0
29145	837	0	837	0.0	1.0
29146	1767	0	1767	0.0	1.0
29147	0	0	0		
29148	6230	0	6230	0.0	1.0
29150	40031	37266	2765	0.931	0.069
29152	2393	2358	35	0.985	0.015
29153	15633	7218	8415	0.462	0.538
29154	28135	20483	7652	0.728	0.272
29160	8255	0	8255	0.0	1.0
29161	11383	2799	8584	0.246	0.754
29162	4122	0	4122	0.0	1.0
29163	1975	0	1975	0.0	1.0
29164	4690	0	4690	0.0	1.0
29166	904	0	904	0.0	1.0
29168	3582	848	2734	0.237	0.763
29169	22845	22845	0	1.0	0.0
29170	19988	19147	841	0.958	0.042
29172	9293	7864	1429	0.846	0.154
29175	378	0	378	0.0	1.0
29178	3377	0	3377	0.0	1.0
29180	14267	5141	9126	0.36	0.64
29201	20594	20594	0	1.0	0.0
29202	135	135	0	1.0	0.0
29203	39843	36489	3354	0.916	0.084
29204	19952	19952	0	1.0	0.0
29205	24822	24822	0	1.0	0.0
29206	17788	17788	0	1.0	0.0
29207	11592	11570	22	0.998	0.002
29208	695	695	0	1.0	0.0
29209	33324	32926	398	0.988	0.012
29210	40356	40356	0	1.0	0.0
29212	28798	28184	614	0.979	0.021
29223	50141	50141	0	1.0	0.0
29225	1228	1228	0	1.0	0.0
29229	44229	44068	161	0.996	0.004
29301	31051	30745	306	0.99	0.01
29302	16571	13616	2955	0.822	0.178
29303	25058	22997	2061	0.918	0.082
29306	15861	13981	1880	0.881	0.119
29307	18751	14983	3768	0.799	0.201
29316	22281	21666	615	0.972	0.028
29320	530	530	0	1.0	0.0
29321	2596	667	1929	0.257	0.743
29322	8781	501	8280	0.057	0.943
29323	14446	4957	9489	0.343	0.657
29324	167	167	0	1.0	0.0
29325	15222	9930	5292	0.652	0.348
29329	278	278	0	1.0	0.0
29330	8401	3423	4978	0.407	0.593
29331	142	0	142	0.0	1.0
29332	2435	0	2435	0.0	1.0
29333	374	374	0	1.0	0.0
29334	11331	9719	1612	0.858	0.142
29335	5654	0	5654	0.0	1.0
29338	85	0	85	0.0	1.0
29340	20763	11165	9598	0.538	0.462
29341	19330	9679	9651	0.501	0.499
29346	307	307	0	1.0	0.0
29349	30129	19468	10661	0.646	0.354
29351	1563	1246	317	0.797	0.203
29353	4174	0	4174	0.0	1.0
29355	810	0	810	0.0	1.0
29356	8074	2654	5420	0.329	0.671
29360	20977	10336	10641	0.493	0.507
29364	592	0	592	0.0	1.0
29365	10146	7713	2433	0.76	0.24
29368	68	68	0	1.0	0.0
29369	13044	10910	2134	0.836	0.164
29370	1045	0	1045	0.0	1.0
29372	4507	0	4507	0.0	1.0
29373	297	0	297	0.0	1.0
29374	3534	0	3534	0.0	1.0
29375	95	95	0	1.0	0.0
29376	6909	3109	3800	0.45	0.55
29377	761	761	0	1.0	0.0
29378	207	207	0	1.0	0.0
29379	19186	9366	9820	0.488	0.512
29384	3945	0	3945	0.0	1.0
29385	7221	5861	1360	0.812	0.188
29388	14470	5608	8862	0.388	0.612
29401	10895	10895	0	1.0	0.0
29403	20818	20818	0	1.0	0.0
29404	1348	1348	0	1.0	0.0
29405	26328	26328	0	1.0	0.0
29406	29314	29314	0	1.0	0.0
29407	34827	34827	0	1.0	0.0
29409	2100	2100	0	1.0	0.0
29410	17816	17774	42	0.998	0.002
29412	35850	35356	494	0.986	0.014
29414	31883	30821	1062	0.967	0.033
29418	23540	23540	0	1.0	0.0
29420	21834	21830	4	1.0	0.0
29423	956	956	0	1.0	0.0
29424	389	389	0	1.0	0.0
29426	1741	0	1741	0.0	1.0
29429	2737	346	2391	0.126	0.874
29431	6071	0	6071	0.0	1.0
29432	2853	0	2853	0.0	1.0
29434	537	0	537	0.0	1.0
29435	4122	0	4122	0.0	1.0
29436	4471	0	4471	0.0	1.0
29437	2380	0	2380	0.0	1.0
29438	2408	0	2408	0.0	1.0
29439	2399	2218	181	0.925	0.075
29440	28469	12320	16149	0.433	0.567
29445	53588	52622	966	0.982	0.018
29446	1138	0	1138	0.0	1.0
29448	2356	0	2356	0.0	1.0
29449	7749	0	7749	0.0	1.0
29450	3105	0	3105	0.0	1.0
29451	4205	3794	411	0.902	0.098
29452	394	0	394	0.0	1.0
29453	1252	0	1252	0.0	1.0
29455	20478	8128	12350	0.397	0.603
29456	27864	27749	115	0.996	0.004
29458	2713	0	2713	0.0	1.0
29461	30141	15283	14858	0.507	0.493
29464	43649	43164	485	0.989	0.011
29466	28725	28547	178	0.994	0.006
29468	2107	0	2107	0.0	1.0
29469	855	0	855	0.0	1.0
29470	4232	48	4184	0.011	0.989
29471	1537	0	1537	0.0	1.0
29472	9416	0	9416	0.0	1.0
29474	2176	0	2176	0.0	1.0
29475	2874	0	2874	0.0	1.0
29477	6789	0	6789	0.0	1.0
29479	7337	0	7337	0.0	1.0
29481	1841	0	1841	0.0	1.0
29482	1791	1791	0	1.0	0.0
29483	66731	57559	9172	0.863	0.137
29485	45057	43754	1303	0.971	0.029
29487	2725	0	2725	0.0	1.0
29488	22220	9502	12718	0.428	0.572
29492	10262	7105	3157	0.692	0.308
29493	117	0	117	0.0	1.0
29501	43220	39837	3383	0.922	0.078
29505	24279	19293	4986	0.795	0.205
29506	20960	13995	6965	0.668	0.332
29510	11060	3903	7157	0.353	0.647
29511	5146	0	5146	0.0	1.0
29512	19514	13006	6508	0.666	0.334
29516	829	0	829	0.0	1.0
29518	1232	6	1226	0.005	0.995
29519	285	0	285	0.0	1.0
29520	14617	8160	6457	0.558	0.442
29525	2029	0	2029	0.0	1.0
29526	39033	21733	17300	0.557	0.443
29527	22027	8854	13173	0.402	0.598
29530	2915	0	2915	0.0	1.0
29532	20871	11601	9270	0.556	0.444
29536	17722	9777	7945	0.552	0.448
29540	5599	179	5420	0.032	0.968
29541	9465	1853	7612	0.196	0.804
29543	606	0	606	0.0	1.0
29544	4909	0	4909	0.0	1.0
29545	1657	0	1657	0.0	1.0
29546	2834	0	2834	0.0	1.0
29547	2917	0	2917	0.0	1.0
29550	32284	15125	17159	0.468	0.532
29554	9332	0	9332	0.0	1.0
29555	6440	0	6440	0.0	1.0
29556	12870	6095	6775	0.474	0.526
29560	13664	7505	6159	0.549	0.451
29563	2676	0	2676	0.0	1.0
29564	985	0	985	0.0	1.0
29565	7127	0	7127	0.0	1.0
29566	15179	12234	2945	0.806	0.194
29567	564	0	564	0.0	1.0
29568	12224	1372	10852	0.112	0.888
29569	15951	6	15945	0.0	1.0
29570	3913	0	3913	0.0	1.0
29571	15622	7464	8158	0.478	0.522
29572	7893	7840	53	0.993	0.007
29574	11909	5512	6397	0.463	0.537
29575	15512	15512	0	1.0	0.0
29576	24446	22347	2099	0.914	0.086
29577	26996	26996	0	1.0	0.0
29579	32180	30891	1289	0.96	0.04
29580	1450	0	1450	0.0	1.0
29581	4650	0	4650	0.0	1.0
29582	14622	13960	662	0.955	0.045
29583	5438	0	5438	0.0	1.0
29584	2563	0	2563	0.0	1.0
29585	13606	11532	2074	0.848	0.152
29588	36499	33286	3213	0.912	0.088
29590	3677	0	3677	0.0	1.0
29591	5467	985	4482	0.18	0.82
29592	1197	0	1197	0.0	1.0
29593	1954	0	1954	0.0	1.0
29594	121	0	121	0.0	1.0
29596	2424	0	2424	0.0	1.0
29601	10550	10550	0	1.0	0.0
29605	34414	34142	272	0.992	0.008
29607	34487	34127	360	0.99	0.01
29609	27722	25939	1783	0.936	0.064
29611	28799	27626	1173	0.959	0.041
29613	2334	2334	0	1.0	0.0
29614	2720	2720	0	1.0	0.0
29615	35151	35151	0	1.0	0.0
29617	25685	23996	1689	0.934	0.066
29620	12934	5341	7593	0.413	0.587
29621	39101	33150	5951	0.848	0.152
29624	14610	12225	2385	0.837	0.163
29625	27538	22587	4951	0.82	0.18
29626	12364	5915	6449	0.478	0.522
29627	18367	6860	11507	0.373	0.627
29628	2759	0	2759	0.0	1.0
29630	14186	8365	5821	0.59	0.41
29631	13318	13200	118	0.991	0.009
29634	5589	5589	0	1.0	0.0
29635	1254	0	1254	0.0	1.0
29638	2944	0	2944	0.0	1.0
29639	1742	0	1742	0.0	1.0
29640	30574	20282	10292	0.663	0.337
29642	29561	23888	5673	0.808	0.192
29643	2756	0	2756	0.0	1.0
29644	18578	9011	9567	0.485	0.515
29645	9982	0	9982	0.0	1.0
29646	28159	20511	7648	0.728	0.272
29649	26235	21282	4953	0.811	0.189
29650	32632	32626	6	1.0	0.0
29651	42844	34775	8069	0.812	0.188
29653	4811	212	4599	0.044	0.956
29654	9937	3505	6432	0.353	0.647
29655	7796	0	7796	0.0	1.0
29657	15116	6639	8477	0.439	0.561
29658	333	0	333	0.0	1.0
29659	118	0	118	0.0	1.0
29661	5648	1421	4227	0.252	0.748
29662	15090	15090	0	1.0	0.0
29664	1808	0	1808	0.0	1.0
29665	127	101	26	0.795	0.205
29666	6590	0	6590	0.0	1.0
29667	269	237	32	0.881	0.119
29669	12387	3545	8842	0.286	0.714
29670	8673	3930	4743	0.453	0.547
29671	18030	5417	12613	0.3	0.7
29672	11868	7572	4296	0.638	0.362
29673	25348	15327	10021	0.605	0.395
29676	5201	0	5201	0.0	1.0
29678	21676	13444	8232	0.62	0.38
29680	27285	24416	2869	0.895	0.105
29681	46979	45084	1895	0.96	0.04
29682	3818	0	3818	0.0	1.0
29683	291	291	0	1.0	0.0
29684	4862	490	4372	0.101	0.899
29685	1230	0	1230	0.0	1.0
29686	1027	0	1027	0.0	1.0
29687	39561	36810	2751	0.93	0.07
29689	3889	0	3889	0.0	1.0
29690	20914	7359	13555	0.352	0.648
29691	11333	4378	6955	0.386	0.614
29692	4856	0	4856	0.0	1.0
29693	14215	0	14215	0.0	1.0
29696	4125	559	3566	0.136	0.864
29697	12207	7143	5064	0.585	0.415
29702	10059	0	10059	0.0	1.0
29704	3721	1193	2528	0.321	0.679
29706	19847	9351	10496	0.471	0.529
29707	17742	14320	3422	0.807	0.193
29708	25035	24567	468	0.981	0.019
29709	6498	0	6498	0.0	1.0
29710	29449	15428	14021	0.524	0.476
29712	2317	0	2317	0.0	1.0
29714	2927	0	2927	0.0	1.0
29715	24823	23475	1348	0.946	0.054
29717	1251	0	1251	0.0	1.0
29718	3856	0	3856	0.0	1.0
29720	46041	23910	22131	0.519	0.481
29724	43	0	43	0.0	1.0
29726	1750	0	1750	0.0	1.0
29727	1650	0	1650	0.0	1.0
29728	10301	4100	6201	0.398	0.602
29729	2271	0	2271	0.0	1.0
29730	52365	43475	8890	0.83	0.17
29732	53781	51241	2540	0.953	0.047
29733	1751	1751	0	1.0	0.0
29741	2082	0	2082	0.0	1.0
29742	2460	0	2460	0.0	1.0
29743	1071	0	1071	0.0	1.0
29745	28919	13048	15871	0.451	0.549
29801	26778	19798	6980	0.739	0.261
29803	36843	25059	11784	0.68	0.32
29805	5864	289	5575	0.049	0.951
29809	2206	1587	619	0.719	0.281
29810	4990	3307	1683	0.663	0.337
29812	11864	3949	7915	0.333	0.667
29816	1033	981	52	0.95	0.05
29817	4913	0	4913	0.0	1.0
29819	1523	0	1523	0.0	1.0
29821	1487	0	1487	0.0	1.0
29824	8535	4562	3973	0.535	0.465
29826	164	0	164	0.0	1.0
29827	4624	0	4624	0.0	1.0
29828	1003	1003	0	1.0	0.0
29829	8651	4335	4316	0.501	0.499
29831	4146	0	4146	0.0	1.0
29832	5335	0	5335	0.0	1.0
29834	1687	1635	52	0.969	0.031
29835	6566	0	6566	0.0	1.0
29836	482	0	482	0.0	1.0
29838	501	0	501	0.0	1.0
29840	251	0	251	0.0	1.0
29841	32494	31583	911	0.972	0.028
29842	7675	2528	5147	0.329	0.671
29843	1291	0	1291	0.0	1.0
29844	123	0	123	0.0	1.0
29845	1104	0	1104	0.0	1.0
29847	5480	0	5480	0.0	1.0
29848	751	0	751	0.0	1.0
29849	294	0	294	0.0	1.0
29850	111	0	111	0.0	1.0
29851	7524	5679	1845	0.755	0.245
29853	6580	0	6580	0.0	1.0
29856	3255	0	3255	0.0	1.0
29860	14450	9027	5423	0.625	0.375
29899	1244	0	1244	0.0	1.0
29902	14779	13936	843	0.943	0.057
29904	659	659	0	1.0	0.0
29905	3054	2957	97	0.968	0.032
29906	21765	19706	2059	0.905	0.095
29907	12570	7864	4706	0.626	0.374
29909	16394	12531	3863	0.764	0.236
29910	33954	29527	4427	0.87	0.13
29911	1725	0	1725	0.0	1.0
29912	42	0	42	0.0	1.0
29915	416	0	416	0.0	1.0
29916	1533	0	1533	0.0	1.0
29918	5278	0	5278	0.0	1.0
29920	9481	0	9481	0.0	1.0
29921	227	0	227	0.0	1.0
29922	1214	0	1214	0.0	1.0
29923	392	0	392	0.0	1.0
29924	4331	2522	1809	0.582	0.418
29926	23742	23388	354	0.985	0.015
29927	8237	2957	5280	0.359	0.641
29928	16110	16107	3	1.0	0.0
29929	1135	0	1135	0.0	1.0
29932	269	0	269	0.0	1.0
29934	1172	0	1172	0.0	1.0
29935	3685	3685	0	1.0	0.0
29936	13354	5301	8053	0.397	0.603
29939	302	0	302	0.0	1.0
29940	3967	0	3967	0.0	1.0
29941	497	0	497	0.0	1.0
29943	477	0	477	0.0	1.0
29944	5118	2018	3100	0.394	0.606
29945	4841	0	4841	0.0	1.0
30002	5861	5861	0	1.0	0.0
30004	53033	49414	3619	0.932	0.068
